cluster_id,total_selected,folds_covered
Cluster 17112,1,1
Cluster 17122,1,1
Cluster 17127,1,1
Cluster 17130,1,1
Cluster 17134,1,1
Cluster 17135,1,1
Cluster 1714,1,1
Cluster 17141,1,1
Cluster 17143,1,1
Cluster 17160,1,1
Cluster 17163,1,1
Cluster 17165,1,1
Cluster 17168,1,1
Cluster 17170,1,1
Cluster 17181,1,1
Cluster 17185,1,1
Cluster 17198,1,1
Cluster 1720,1,1
Cluster 17200,1,1
Cluster 17210,1,1
Cluster 17218,1,1
Cluster 1722,1,1
Cluster 1723,1,1
Cluster 17239,1,1
Cluster 17240,1,1
Cluster 17246,1,1
Cluster 17248,1,1
Cluster 17253,1,1
Cluster 17255,1,1
Cluster 17260,1,1
Cluster 17268,1,1
Cluster 1727,1,1
Cluster 17270,1,1
Cluster 17280,1,1
Cluster 17291,1,1
Cluster 17295,1,1
Cluster 17316,1,1
Cluster 17320,1,1
Cluster 17337,1,1
Cluster 17345,1,1
Cluster 17348,1,1
Cluster 17354,1,1
Cluster 17358,1,1
Cluster 17359,1,1
Cluster 17361,1,1
Cluster 17365,1,1
Cluster 17370,1,1
Cluster 17380,1,1
Cluster 17385,1,1
Cluster 17392,1,1
Cluster 174,1,1
Cluster 1740,1,1
Cluster 17400,1,1
Cluster 17404,1,1
Cluster 17407,1,1
Cluster 17409,1,1
Cluster 17414,1,1
Cluster 17418,1,1
Cluster 17420,1,1
Cluster 17432,1,1
Cluster 17434,1,1
Cluster 17437,1,1
Cluster 17442,1,1
Cluster 17443,1,1
Cluster 17459,1,1
Cluster 1747,1,1
Cluster 17492,1,1
Cluster 17511,1,1
Cluster 17517,1,1
Cluster 17519,1,1
Cluster 17527,1,1
Cluster 17530,1,1
Cluster 17537,1,1
Cluster 17548,1,1
Cluster 17559,1,1
Cluster 17566,1,1
Cluster 1757,1,1
Cluster 17576,1,1
Cluster 17577,1,1
Cluster 17579,1,1
Cluster 17581,1,1
Cluster 17589,1,1
Cluster 1760,1,1
Cluster 17601,1,1
Cluster 17603,1,1
Cluster 17605,1,1
Cluster 17628,1,1
Cluster 1764,1,1
Cluster 17645,1,1
Cluster 17657,1,1
Cluster 17658,1,1
Cluster 17659,1,1
Cluster 17674,1,1
Cluster 17681,1,1
Cluster 17687,1,1
Cluster 17690,1,1
Cluster 17699,1,1
Cluster 17701,1,1
Cluster 17702,1,1
Cluster 17706,1,1
Cluster 17707,1,1
Cluster 17712,1,1
Cluster 17715,1,1
Cluster 17727,1,1
Cluster 17749,1,1
Cluster 17750,1,1
Cluster 17753,1,1
Cluster 17770,1,1
Cluster 17772,1,1
Cluster 17773,1,1
Cluster 1778,1,1
Cluster 17781,1,1
Cluster 17783,1,1
Cluster 17784,1,1
Cluster 17798,1,1
Cluster 17806,1,1
Cluster 17807,1,1
Cluster 17808,1,1
Cluster 17809,1,1
Cluster 17816,1,1
Cluster 17822,1,1
Cluster 17823,1,1
Cluster 1783,1,1
Cluster 17833,1,1
Cluster 17836,1,1
Cluster 17839,1,1
Cluster 17840,1,1
Cluster 17847,1,1
Cluster 17848,1,1
Cluster 17849,1,1
Cluster 17855,1,1
Cluster 17858,1,1
Cluster 17862,1,1
Cluster 17865,1,1
Cluster 17883,1,1
Cluster 17887,1,1
Cluster 17891,1,1
Cluster 17894,1,1
Cluster 17901,1,1
Cluster 17907,1,1
Cluster 1791,1,1
Cluster 17921,1,1
Cluster 17935,1,1
Cluster 17954,1,1
Cluster 1796,1,1
Cluster 17963,1,1
Cluster 17968,1,1
Cluster 17970,1,1
Cluster 17972,1,1
Cluster 17973,1,1
Cluster 17974,1,1
Cluster 1798,1,1
Cluster 17983,1,1
Cluster 1799,1,1
Cluster 17996,1,1
Cluster 18006,1,1
Cluster 18013,1,1
Cluster 18016,1,1
Cluster 18017,1,1
Cluster 18019,1,1
Cluster 18028,1,1
Cluster 18044,1,1
Cluster 18045,1,1
Cluster 18047,1,1
Cluster 1805,1,1
Cluster 18050,1,1
Cluster 1806,1,1
Cluster 18061,1,1
Cluster 18071,1,1
Cluster 18088,1,1
Cluster 18090,1,1
Cluster 18099,1,1
Cluster 18100,1,1
Cluster 18118,1,1
Cluster 18120,1,1
Cluster 18124,1,1
Cluster 1813,1,1
Cluster 18131,1,1
Cluster 18146,1,1
Cluster 18147,1,1
Cluster 18160,1,1
Cluster 18161,1,1
Cluster 1817,1,1
Cluster 18196,1,1
Cluster 18199,1,1
Cluster 182,1,1
Cluster 18205,1,1
Cluster 18213,1,1
Cluster 18217,1,1
Cluster 18222,1,1
Cluster 18223,1,1
Cluster 1823,1,1
Cluster 18239,1,1
Cluster 18240,1,1
Cluster 18244,1,1
Cluster 18245,1,1
Cluster 18254,1,1
Cluster 18255,1,1
Cluster 18269,1,1
Cluster 1828,1,1
Cluster 18280,1,1
Cluster 18287,1,1
Cluster 18299,1,1
Cluster 183,1,1
Cluster 18303,1,1
Cluster 18318,1,1
Cluster 18327,1,1
Cluster 18328,1,1
Cluster 18333,1,1
Cluster 18336,1,1
Cluster 18339,1,1
Cluster 18341,1,1
Cluster 18343,1,1
Cluster 18351,1,1
Cluster 18356,1,1
Cluster 18358,1,1
Cluster 18370,1,1
Cluster 18392,1,1
Cluster 18406,1,1
Cluster 18409,1,1
Cluster 18411,1,1
Cluster 18415,1,1
Cluster 18424,1,1
Cluster 18427,1,1
Cluster 18432,1,1
Cluster 18438,1,1
Cluster 18440,1,1
Cluster 18445,1,1
Cluster 18446,1,1
Cluster 18459,1,1
Cluster 18461,1,1
Cluster 18462,1,1
Cluster 18466,1,1
Cluster 18472,1,1
Cluster 18474,1,1
Cluster 18475,1,1
Cluster 18480,1,1
Cluster 18487,1,1
Cluster 185,1,1
Cluster 18503,1,1
Cluster 18504,1,1
Cluster 18508,1,1
Cluster 18511,1,1
Cluster 18520,1,1
Cluster 18525,1,1
Cluster 18527,1,1
Cluster 18534,1,1
Cluster 18538,1,1
Cluster 18544,1,1
Cluster 18546,1,1
Cluster 18548,1,1
Cluster 18552,1,1
Cluster 1857,1,1
Cluster 18594,1,1
Cluster 18602,1,1
Cluster 18606,1,1
Cluster 18607,1,1
Cluster 18612,1,1
Cluster 18614,1,1
Cluster 18628,1,1
Cluster 18632,1,1
Cluster 18638,1,1
Cluster 18639,1,1
Cluster 1864,1,1
Cluster 18647,1,1
Cluster 1865,1,1
Cluster 18651,1,1
Cluster 18655,1,1
Cluster 18656,1,1
Cluster 18662,1,1
Cluster 18678,1,1
Cluster 18686,1,1
Cluster 18690,1,1
Cluster 18705,1,1
Cluster 18712,1,1
Cluster 18715,1,1
Cluster 18718,1,1
Cluster 18724,1,1
Cluster 18727,1,1
Cluster 18730,1,1
Cluster 18732,1,1
Cluster 18744,1,1
Cluster 18750,1,1
Cluster 18751,1,1
Cluster 18757,1,1
Cluster 18767,1,1
Cluster 1877,1,1
Cluster 18776,1,1
Cluster 1879,1,1
Cluster 18792,1,1
Cluster 18805,1,1
Cluster 18807,1,1
Cluster 18812,1,1
Cluster 18815,1,1
Cluster 1882,1,1
Cluster 18822,1,1
Cluster 18830,1,1
Cluster 18838,1,1
Cluster 18840,1,1
Cluster 18845,1,1
Cluster 18846,1,1
Cluster 18851,1,1
Cluster 18854,1,1
Cluster 18859,1,1
Cluster 1887,1,1
Cluster 18890,1,1
Cluster 189,1,1
Cluster 18906,1,1
Cluster 18909,1,1
Cluster 18914,1,1
Cluster 18919,1,1
Cluster 18923,1,1
Cluster 18924,1,1
Cluster 1893,1,1
Cluster 18931,1,1
Cluster 18947,1,1
Cluster 18950,1,1
Cluster 18951,1,1
Cluster 18958,1,1
Cluster 1896,1,1
Cluster 18961,1,1
Cluster 18963,1,1
Cluster 18964,1,1
Cluster 18975,1,1
Cluster 18979,1,1
Cluster 18982,1,1
Cluster 18986,1,1
Cluster 19002,1,1
Cluster 1901,1,1
Cluster 19012,1,1
Cluster 19028,1,1
Cluster 19029,1,1
Cluster 19038,1,1
Cluster 19050,1,1
Cluster 19052,1,1
Cluster 19056,1,1
Cluster 1906,1,1
Cluster 19064,1,1
Cluster 19070,1,1
Cluster 19074,1,1
Cluster 19078,1,1
Cluster 19089,1,1
Cluster 19109,1,1
Cluster 1911,1,1
Cluster 19110,1,1
Cluster 19117,1,1
Cluster 19120,1,1
Cluster 19123,1,1
Cluster 19142,1,1
Cluster 19155,1,1
Cluster 19162,1,1
Cluster 19163,1,1
Cluster 19175,1,1
Cluster 19176,1,1
Cluster 19188,1,1
Cluster 19195,1,1
Cluster 19207,1,1
Cluster 19209,1,1
Cluster 1921,1,1
Cluster 19220,1,1
Cluster 19230,1,1
Cluster 19238,1,1
Cluster 19242,1,1
Cluster 19246,1,1
Cluster 19254,1,1
Cluster 19276,1,1
Cluster 19279,1,1
Cluster 19284,1,1
Cluster 19291,1,1
Cluster 19292,1,1
Cluster 1930,1,1
Cluster 1931,1,1
Cluster 19310,1,1
Cluster 19329,1,1
Cluster 19335,1,1
Cluster 19339,1,1
Cluster 19347,1,1
Cluster 19348,1,1
Cluster 19356,1,1
Cluster 19357,1,1
Cluster 19358,1,1
Cluster 19359,1,1
Cluster 19362,1,1
Cluster 1937,1,1
Cluster 19381,1,1
Cluster 19382,1,1
Cluster 19388,1,1
Cluster 19389,1,1
Cluster 19393,1,1
Cluster 19397,1,1
Cluster 19405,1,1
Cluster 19407,1,1
Cluster 19408,1,1
Cluster 1941,1,1
Cluster 19411,1,1
Cluster 19420,1,1
Cluster 19423,1,1
Cluster 19424,1,1
Cluster 19425,1,1
Cluster 19428,1,1
Cluster 19435,1,1
Cluster 1944,1,1
Cluster 19447,1,1
Cluster 19448,1,1
Cluster 19465,1,1
Cluster 19469,1,1
Cluster 19479,1,1
Cluster 19480,1,1
Cluster 19482,1,1
Cluster 19485,1,1
Cluster 19494,1,1
Cluster 19495,1,1
Cluster 19497,1,1
Cluster 19511,1,1
Cluster 19515,1,1
Cluster 19517,1,1
Cluster 19521,1,1
Cluster 19525,1,1
Cluster 19536,1,1
Cluster 19548,1,1
Cluster 19552,1,1
Cluster 19559,1,1
Cluster 19573,1,1
Cluster 1958,1,1
Cluster 19582,1,1
Cluster 19586,1,1
Cluster 19589,1,1
Cluster 19595,1,1
Cluster 19614,1,1
Cluster 19616,1,1
Cluster 1962,1,1
Cluster 19625,1,1
Cluster 19648,1,1
Cluster 19651,1,1
Cluster 19665,1,1
Cluster 1967,1,1
Cluster 19670,1,1
Cluster 19678,1,1
Cluster 19681,1,1
Cluster 19682,1,1
Cluster 1969,1,1
Cluster 19691,1,1
Cluster 19700,1,1
Cluster 19701,1,1
Cluster 19703,1,1
Cluster 19712,1,1
Cluster 19722,1,1
Cluster 19736,1,1
Cluster 19738,1,1
Cluster 19749,1,1
Cluster 1975,1,1
Cluster 19764,1,1
Cluster 19765,1,1
Cluster 19769,1,1
Cluster 19775,1,1
Cluster 19779,1,1
Cluster 19781,1,1
Cluster 19785,1,1
Cluster 19790,1,1
Cluster 19793,1,1
Cluster 19802,1,1
Cluster 19813,1,1
Cluster 19819,1,1
Cluster 1982,1,1
Cluster 19820,1,1
Cluster 19822,1,1
Cluster 19823,1,1
Cluster 19829,1,1
Cluster 19853,1,1
Cluster 19856,1,1
Cluster 19862,1,1
Cluster 1987,1,1
Cluster 19872,1,1
Cluster 19878,1,1
Cluster 1988,1,1
Cluster 19895,1,1
Cluster 19903,1,1
Cluster 19912,1,1
Cluster 19921,1,1
Cluster 19928,1,1
Cluster 19933,1,1
Cluster 19936,1,1
Cluster 19944,1,1
Cluster 19947,1,1
Cluster 19949,1,1
Cluster 19951,1,1
Cluster 19966,1,1
Cluster 19967,1,1
Cluster 19975,1,1
Cluster 19980,1,1
Cluster 19982,1,1
Cluster 19990,1,1
Cluster 19992,1,1
Cluster 19997,1,1
Cluster 2,1,1
Cluster 200,1,1
Cluster 20003,1,1
Cluster 20006,1,1
Cluster 20018,1,1
Cluster 20021,1,1
Cluster 20025,1,1
Cluster 20029,1,1
Cluster 2003,1,1
Cluster 20030,1,1
Cluster 2004,1,1
Cluster 20059,1,1
Cluster 20063,1,1
Cluster 20064,1,1
Cluster 20065,1,1
Cluster 20068,1,1
Cluster 2007,1,1
Cluster 20070,1,1
Cluster 20086,1,1
Cluster 20097,1,1
Cluster 20098,1,1
Cluster 20104,1,1
Cluster 20110,1,1
Cluster 20114,1,1
Cluster 20118,1,1
Cluster 20126,1,1
Cluster 20127,1,1
Cluster 20128,1,1
Cluster 20130,1,1
Cluster 20136,1,1
Cluster 20146,1,1
Cluster 20152,1,1
Cluster 20154,1,1
Cluster 20156,1,1
Cluster 20157,1,1
Cluster 20164,1,1
Cluster 20185,1,1
Cluster 20187,1,1
Cluster 20195,1,1
Cluster 20199,1,1
Cluster 20212,1,1
Cluster 20218,1,1
Cluster 20224,1,1
Cluster 20236,1,1
Cluster 20237,1,1
Cluster 20244,1,1
Cluster 2025,1,1
Cluster 20260,1,1
Cluster 20262,1,1
Cluster 20281,1,1
Cluster 2029,1,1
Cluster 20290,1,1
Cluster 20293,1,1
Cluster 20294,1,1
Cluster 20295,1,1
Cluster 20296,1,1
Cluster 20307,1,1
Cluster 20319,1,1
Cluster 2032,1,1
Cluster 20323,1,1
Cluster 20325,1,1
Cluster 20327,1,1
Cluster 20328,1,1
Cluster 20330,1,1
Cluster 20333,1,1
Cluster 20335,1,1
Cluster 20340,1,1
Cluster 20358,1,1
Cluster 20359,1,1
Cluster 20361,1,1
Cluster 20370,1,1
Cluster 20376,1,1
Cluster 20384,1,1
Cluster 20385,1,1
Cluster 20397,1,1
Cluster 20430,1,1
Cluster 20438,1,1
Cluster 20441,1,1
Cluster 20447,1,1
Cluster 20455,1,1
Cluster 20461,1,1
Cluster 20480,1,1
Cluster 20487,1,1
Cluster 20501,1,1
Cluster 20508,1,1
Cluster 20515,1,1
Cluster 20528,1,1
Cluster 20535,1,1
Cluster 20543,1,1
Cluster 20544,1,1
Cluster 20550,1,1
Cluster 20551,1,1
Cluster 20559,1,1
Cluster 20572,1,1
Cluster 20575,1,1
Cluster 20579,1,1
Cluster 20582,1,1
Cluster 20591,1,1
Cluster 20593,1,1
Cluster 20616,1,1
Cluster 20620,1,1
Cluster 20632,1,1
Cluster 2064,1,1
Cluster 20643,1,1
Cluster 20645,1,1
Cluster 20664,1,1
Cluster 20666,1,1
Cluster 20671,1,1
Cluster 20681,1,1
Cluster 20683,1,1
Cluster 20695,1,1
Cluster 20701,1,1
Cluster 20708,1,1
Cluster 2071,1,1
Cluster 20724,1,1
Cluster 20725,1,1
Cluster 20726,1,1
Cluster 2073,1,1
Cluster 20733,1,1
Cluster 2074,1,1
Cluster 20748,1,1
Cluster 20761,1,1
Cluster 20775,1,1
Cluster 2078,1,1
Cluster 20783,1,1
Cluster 20798,1,1
Cluster 208,1,1
Cluster 20808,1,1
Cluster 20810,1,1
Cluster 20819,1,1
Cluster 20823,1,1
Cluster 20831,1,1
Cluster 20860,1,1
Cluster 20863,1,1
Cluster 20869,1,1
Cluster 20874,1,1
Cluster 20876,1,1
Cluster 20880,1,1
Cluster 20882,1,1
Cluster 20902,1,1
Cluster 20918,1,1
Cluster 20924,1,1
Cluster 20929,1,1
Cluster 20930,1,1
Cluster 20933,1,1
Cluster 2094,1,1
Cluster 20943,1,1
Cluster 20944,1,1
Cluster 20946,1,1
Cluster 20948,1,1
Cluster 20949,1,1
Cluster 2095,1,1
Cluster 20967,1,1
Cluster 2097,1,1
Cluster 20974,1,1
Cluster 20976,1,1
Cluster 20979,1,1
Cluster 20980,1,1
Cluster 20983,1,1
Cluster 20985,1,1
Cluster 2099,1,1
Cluster 21007,1,1
Cluster 21015,1,1
Cluster 21016,1,1
Cluster 21020,1,1
Cluster 2103,1,1
Cluster 21035,1,1
Cluster 21039,1,1
Cluster 21045,1,1
Cluster 21048,1,1
Cluster 21050,1,1
Cluster 21051,1,1
Cluster 21059,1,1
Cluster 21066,1,1
Cluster 21074,1,1
Cluster 21084,1,1
Cluster 21092,1,1
Cluster 21097,1,1
Cluster 21101,1,1
Cluster 21105,1,1
Cluster 21121,1,1
Cluster 21141,1,1
Cluster 21144,1,1
Cluster 21152,1,1
Cluster 21154,1,1
Cluster 21158,1,1
Cluster 21170,1,1
Cluster 21173,1,1
Cluster 21185,1,1
Cluster 21198,1,1
Cluster 21199,1,1
Cluster 21216,1,1
Cluster 21231,1,1
Cluster 21240,1,1
Cluster 21248,1,1
Cluster 2125,1,1
Cluster 21253,1,1
Cluster 21254,1,1
Cluster 2126,1,1
Cluster 21265,1,1
Cluster 2127,1,1
Cluster 21270,1,1
Cluster 21271,1,1
Cluster 21276,1,1
Cluster 2128,1,1
Cluster 21281,1,1
Cluster 21284,1,1
Cluster 21293,1,1
Cluster 21305,1,1
Cluster 2131,1,1
Cluster 21322,1,1
Cluster 21327,1,1
Cluster 21335,1,1
Cluster 21352,1,1
Cluster 21353,1,1
Cluster 21356,1,1
Cluster 21368,1,1
Cluster 21369,1,1
Cluster 21379,1,1
Cluster 21381,1,1
Cluster 21385,1,1
Cluster 21387,1,1
Cluster 21390,1,1
Cluster 21401,1,1
Cluster 21406,1,1
Cluster 21416,1,1
Cluster 21420,1,1
Cluster 21424,1,1
Cluster 21428,1,1
Cluster 2144,1,1
Cluster 21447,1,1
Cluster 21449,1,1
Cluster 21457,1,1
Cluster 21458,1,1
Cluster 21461,1,1
Cluster 21464,1,1
Cluster 21479,1,1
Cluster 21500,1,1
Cluster 21502,1,1
Cluster 21508,1,1
Cluster 21511,1,1
Cluster 21519,1,1
Cluster 21522,1,1
Cluster 21537,1,1
Cluster 21538,1,1
Cluster 21540,1,1
Cluster 21541,1,1
Cluster 21544,1,1
Cluster 21547,1,1
Cluster 21550,1,1
Cluster 21559,1,1
Cluster 21572,1,1
Cluster 2158,1,1
Cluster 21591,1,1
Cluster 21594,1,1
Cluster 21603,1,1
Cluster 21605,1,1
Cluster 21612,1,1
Cluster 21614,1,1
Cluster 21618,1,1
Cluster 2162,1,1
Cluster 21633,1,1
Cluster 21635,1,1
Cluster 2164,1,1
Cluster 21646,1,1
Cluster 21649,1,1
Cluster 21650,1,1
Cluster 21654,1,1
Cluster 21656,1,1
Cluster 2166,1,1
Cluster 21662,1,1
Cluster 21666,1,1
Cluster 21670,1,1
Cluster 21680,1,1
Cluster 21693,1,1
Cluster 2170,1,1
Cluster 2171,1,1
Cluster 21713,1,1
Cluster 21720,1,1
Cluster 21721,1,1
Cluster 21725,1,1
Cluster 21730,1,1
Cluster 21731,1,1
Cluster 21737,1,1
Cluster 21741,1,1
Cluster 21750,1,1
Cluster 21756,1,1
Cluster 21783,1,1
Cluster 2179,1,1
Cluster 21792,1,1
Cluster 21795,1,1
Cluster 21800,1,1
Cluster 21804,1,1
Cluster 2181,1,1
Cluster 21815,1,1
Cluster 21818,1,1
Cluster 2183,1,1
Cluster 21836,1,1
Cluster 21838,1,1
Cluster 21850,1,1
Cluster 21857,1,1
Cluster 21865,1,1
Cluster 21867,1,1
Cluster 21871,1,1
Cluster 21881,1,1
Cluster 21886,1,1
Cluster 21894,1,1
Cluster 21895,1,1
Cluster 219,1,1
Cluster 21901,1,1
Cluster 21903,1,1
Cluster 21906,1,1
Cluster 21907,1,1
Cluster 21910,1,1
Cluster 21919,1,1
Cluster 21920,1,1
Cluster 2194,1,1
Cluster 21942,1,1
Cluster 21945,1,1
Cluster 21959,1,1
Cluster 21963,1,1
Cluster 21966,1,1
Cluster 21974,1,1
Cluster 21985,1,1
Cluster 21992,1,1
Cluster 22002,1,1
Cluster 22003,1,1
Cluster 22008,1,1
Cluster 22020,1,1
Cluster 22041,1,1
Cluster 22045,1,1
Cluster 22058,1,1
Cluster 22062,1,1
Cluster 22063,1,1
Cluster 22064,1,1
Cluster 22071,1,1
Cluster 22072,1,1
Cluster 22078,1,1
Cluster 22084,1,1
Cluster 22086,1,1
Cluster 22088,1,1
Cluster 2209,1,1
Cluster 22095,1,1
Cluster 22096,1,1
Cluster 221,1,1
Cluster 22102,1,1
Cluster 22103,1,1
Cluster 22116,1,1
Cluster 22135,1,1
Cluster 22136,1,1
Cluster 22139,1,1
Cluster 22152,1,1
Cluster 22157,1,1
Cluster 22159,1,1
Cluster 22173,1,1
Cluster 22174,1,1
Cluster 22187,1,1
Cluster 22191,1,1
Cluster 22192,1,1
Cluster 22196,1,1
Cluster 222,1,1
Cluster 22207,1,1
Cluster 2221,1,1
Cluster 22237,1,1
Cluster 2224,1,1
Cluster 22241,1,1
Cluster 22248,1,1
Cluster 22251,1,1
Cluster 22267,1,1
Cluster 22277,1,1
Cluster 22278,1,1
Cluster 22283,1,1
Cluster 22286,1,1
Cluster 22290,1,1
Cluster 2230,1,1
Cluster 22325,1,1
Cluster 22328,1,1
Cluster 22330,1,1
Cluster 22333,1,1
Cluster 22334,1,1
Cluster 22344,1,1
Cluster 22353,1,1
Cluster 22354,1,1
Cluster 22373,1,1
Cluster 22376,1,1
Cluster 22380,1,1
Cluster 22385,1,1
Cluster 22392,1,1
Cluster 22398,1,1
Cluster 224,1,1
Cluster 22407,1,1
Cluster 2241,1,1
Cluster 2242,1,1
Cluster 22426,1,1
Cluster 22433,1,1
Cluster 22449,1,1
Cluster 22450,1,1
Cluster 22451,1,1
Cluster 22462,1,1
Cluster 22464,1,1
Cluster 22467,1,1
Cluster 22471,1,1
Cluster 22477,1,1
Cluster 22489,1,1
Cluster 22493,1,1
Cluster 22504,1,1
Cluster 22509,1,1
Cluster 22514,1,1
Cluster 22516,1,1
Cluster 2253,1,1
Cluster 22532,1,1
Cluster 22536,1,1
Cluster 22538,1,1
Cluster 2254,1,1
Cluster 22540,1,1
Cluster 22560,1,1
Cluster 22561,1,1
Cluster 22576,1,1
Cluster 22578,1,1
Cluster 22612,1,1
Cluster 22613,1,1
Cluster 22630,1,1
Cluster 22643,1,1
Cluster 22644,1,1
Cluster 22652,1,1
Cluster 22655,1,1
Cluster 2266,1,1
Cluster 22660,1,1
Cluster 22662,1,1
Cluster 22664,1,1
Cluster 22665,1,1
Cluster 2267,1,1
Cluster 22679,1,1
Cluster 22688,1,1
Cluster 22696,1,1
Cluster 2270,1,1
Cluster 22700,1,1
Cluster 22720,1,1
Cluster 22732,1,1
Cluster 22742,1,1
Cluster 22747,1,1
Cluster 2276,1,1
Cluster 22762,1,1
Cluster 22769,1,1
Cluster 22779,1,1
Cluster 22783,1,1
Cluster 22785,1,1
Cluster 2279,1,1
Cluster 22795,1,1
Cluster 22796,1,1
Cluster 2280,1,1
Cluster 22800,1,1
Cluster 22809,1,1
Cluster 22821,1,1
Cluster 22835,1,1
Cluster 22862,1,1
Cluster 22873,1,1
Cluster 22877,1,1
Cluster 22885,1,1
Cluster 22891,1,1
Cluster 22895,1,1
Cluster 22897,1,1
Cluster 22899,1,1
Cluster 22901,1,1
Cluster 22902,1,1
Cluster 22905,1,1
Cluster 22924,1,1
Cluster 22929,1,1
Cluster 2293,1,1
Cluster 22930,1,1
Cluster 22933,1,1
Cluster 22937,1,1
Cluster 22940,1,1
Cluster 22943,1,1
Cluster 22944,1,1
Cluster 22945,1,1
Cluster 22956,1,1
Cluster 22957,1,1
Cluster 22967,1,1
Cluster 2298,1,1
Cluster 22980,1,1
Cluster 22984,1,1
Cluster 22986,1,1
Cluster 22991,1,1
Cluster 22992,1,1
Cluster 22999,1,1
Cluster 23013,1,1
Cluster 23022,1,1
Cluster 23026,1,1
Cluster 23037,1,1
Cluster 23038,1,1
Cluster 23050,1,1
Cluster 23051,1,1
Cluster 23053,1,1
Cluster 23058,1,1
Cluster 23060,1,1
Cluster 2307,1,1
Cluster 23079,1,1
Cluster 23095,1,1
Cluster 23097,1,1
Cluster 2310,1,1
Cluster 23118,1,1
Cluster 23120,1,1
Cluster 23124,1,1
Cluster 23137,1,1
Cluster 23140,1,1
Cluster 23145,1,1
Cluster 23155,1,1
Cluster 23160,1,1
Cluster 23165,1,1
Cluster 23192,1,1
Cluster 23195,1,1
Cluster 23203,1,1
Cluster 23207,1,1
Cluster 23218,1,1
Cluster 2323,1,1
Cluster 23244,1,1
Cluster 23245,1,1
Cluster 23254,1,1
Cluster 23256,1,1
Cluster 23257,1,1
Cluster 23277,1,1
Cluster 23278,1,1
Cluster 23281,1,1
Cluster 23290,1,1
Cluster 23294,1,1
Cluster 23315,1,1
Cluster 2332,1,1
Cluster 23346,1,1
Cluster 23351,1,1
Cluster 2336,1,1
Cluster 23362,1,1
Cluster 23363,1,1
Cluster 23369,1,1
Cluster 23371,1,1
Cluster 23374,1,1
Cluster 23376,1,1
Cluster 23380,1,1
Cluster 23383,1,1
Cluster 23388,1,1
Cluster 23389,1,1
Cluster 23400,1,1
Cluster 23404,1,1
Cluster 23407,1,1
Cluster 2342,1,1
Cluster 23421,1,1
Cluster 23428,1,1
Cluster 23438,1,1
Cluster 23439,1,1
Cluster 23459,1,1
Cluster 23476,1,1
Cluster 23479,1,1
Cluster 2348,1,1
Cluster 23485,1,1
Cluster 23502,1,1
Cluster 23503,1,1
Cluster 23524,1,1
Cluster 23534,1,1
Cluster 23538,1,1
Cluster 2354,1,1
Cluster 23543,1,1
Cluster 23544,1,1
Cluster 23552,1,1
Cluster 23567,1,1
Cluster 23572,1,1
Cluster 23575,1,1
Cluster 23578,1,1
Cluster 23586,1,1
Cluster 2359,1,1
Cluster 23594,1,1
Cluster 23605,1,1
Cluster 23607,1,1
Cluster 2361,1,1
Cluster 23621,1,1
Cluster 23623,1,1
Cluster 23631,1,1
Cluster 23653,1,1
Cluster 23658,1,1
Cluster 23659,1,1
Cluster 2366,1,1
Cluster 23661,1,1
Cluster 23664,1,1
Cluster 23667,1,1
Cluster 23673,1,1
Cluster 23675,1,1
Cluster 23677,1,1
Cluster 23684,1,1
Cluster 23687,1,1
Cluster 2369,1,1
Cluster 23690,1,1
Cluster 23696,1,1
Cluster 23698,1,1
Cluster 23704,1,1
Cluster 23706,1,1
Cluster 23712,1,1
Cluster 23716,1,1
Cluster 2372,1,1
Cluster 23723,1,1
Cluster 23726,1,1
Cluster 23727,1,1
Cluster 23728,1,1
Cluster 23739,1,1
Cluster 23745,1,1
Cluster 23747,1,1
Cluster 23762,1,1
Cluster 23768,1,1
Cluster 23775,1,1
Cluster 23779,1,1
Cluster 23780,1,1
Cluster 23788,1,1
Cluster 23791,1,1
Cluster 23809,1,1
Cluster 23811,1,1
Cluster 23813,1,1
Cluster 23815,1,1
Cluster 23818,1,1
Cluster 2382,1,1
Cluster 23823,1,1
Cluster 23831,1,1
Cluster 23844,1,1
Cluster 23845,1,1
Cluster 23847,1,1
Cluster 23848,1,1
Cluster 23850,1,1
Cluster 23857,1,1
Cluster 2386,1,1
Cluster 23871,1,1
Cluster 23874,1,1
Cluster 23897,1,1
Cluster 23908,1,1
Cluster 23912,1,1
Cluster 23918,1,1
Cluster 2392,1,1
Cluster 23920,1,1
Cluster 23935,1,1
Cluster 23936,1,1
Cluster 23941,1,1
Cluster 23945,1,1
Cluster 23950,1,1
Cluster 23958,1,1
Cluster 23962,1,1
Cluster 23964,1,1
Cluster 23969,1,1
Cluster 23981,1,1
Cluster 23983,1,1
Cluster 23988,1,1
Cluster 23989,1,1
Cluster 24008,1,1
Cluster 24011,1,1
Cluster 24017,1,1
Cluster 2403,1,1
Cluster 24034,1,1
Cluster 24052,1,1
Cluster 24053,1,1
Cluster 24057,1,1
Cluster 24075,1,1
Cluster 24079,1,1
Cluster 24084,1,1
Cluster 24094,1,1
Cluster 24096,1,1
Cluster 24101,1,1
Cluster 24102,1,1
Cluster 2411,1,1
Cluster 24110,1,1
Cluster 24117,1,1
Cluster 24119,1,1
Cluster 2412,1,1
Cluster 24122,1,1
Cluster 24138,1,1
Cluster 24145,1,1
Cluster 24147,1,1
Cluster 2416,1,1
