cluster_id,total_selected,folds_covered
Cluster 44247,1,1
Cluster 44248,1,1
Cluster 4425,1,1
Cluster 44257,1,1
Cluster 44264,1,1
Cluster 44278,1,1
Cluster 44292,1,1
Cluster 44302,1,1
Cluster 44317,1,1
Cluster 44318,1,1
Cluster 44325,1,1
Cluster 44337,1,1
Cluster 44361,1,1
Cluster 4437,1,1
Cluster 44375,1,1
Cluster 44378,1,1
Cluster 44380,1,1
Cluster 44386,1,1
Cluster 44387,1,1
Cluster 44389,1,1
Cluster 4439,1,1
Cluster 44396,1,1
Cluster 44399,1,1
Cluster 444,1,1
Cluster 44406,1,1
Cluster 44412,1,1
Cluster 44415,1,1
Cluster 44418,1,1
Cluster 44428,1,1
Cluster 4443,1,1
Cluster 44432,1,1
Cluster 44450,1,1
Cluster 44461,1,1
Cluster 44463,1,1
Cluster 44465,1,1
Cluster 44470,1,1
Cluster 44473,1,1
Cluster 44481,1,1
Cluster 4450,1,1
Cluster 44501,1,1
Cluster 44507,1,1
Cluster 44521,1,1
Cluster 44527,1,1
Cluster 44530,1,1
Cluster 4454,1,1
Cluster 44540,1,1
Cluster 44541,1,1
Cluster 4455,1,1
Cluster 44572,1,1
Cluster 4458,1,1
Cluster 44580,1,1
Cluster 44589,1,1
Cluster 44590,1,1
Cluster 44615,1,1
Cluster 44616,1,1
Cluster 44617,1,1
Cluster 44627,1,1
Cluster 44635,1,1
Cluster 44637,1,1
Cluster 44640,1,1
Cluster 44642,1,1
Cluster 44653,1,1
Cluster 44655,1,1
Cluster 4466,1,1
Cluster 44662,1,1
Cluster 44680,1,1
Cluster 4469,1,1
Cluster 44690,1,1
Cluster 44696,1,1
Cluster 44709,1,1
Cluster 44710,1,1
Cluster 44720,1,1
Cluster 44723,1,1
Cluster 44726,1,1
Cluster 4473,1,1
Cluster 44730,1,1
Cluster 44731,1,1
Cluster 44732,1,1
Cluster 44733,1,1
Cluster 44734,1,1
Cluster 44748,1,1
Cluster 44750,1,1
Cluster 44757,1,1
Cluster 44758,1,1
Cluster 44761,1,1
Cluster 44774,1,1
Cluster 4478,1,1
Cluster 44786,1,1
Cluster 44796,1,1
Cluster 44805,1,1
Cluster 44814,1,1
Cluster 44820,1,1
Cluster 44824,1,1
Cluster 44837,1,1
Cluster 44839,1,1
Cluster 44845,1,1
Cluster 44858,1,1
Cluster 44862,1,1
Cluster 44866,1,1
Cluster 44868,1,1
Cluster 44870,1,1
Cluster 44874,1,1
Cluster 44900,1,1
Cluster 44901,1,1
Cluster 44902,1,1
Cluster 44906,1,1
Cluster 44918,1,1
Cluster 44919,1,1
Cluster 44922,1,1
Cluster 44923,1,1
Cluster 44930,1,1
Cluster 44933,1,1
Cluster 44949,1,1
Cluster 44951,1,1
Cluster 44956,1,1
Cluster 44957,1,1
Cluster 44966,1,1
Cluster 44973,1,1
Cluster 44982,1,1
Cluster 4500,1,1
Cluster 45002,1,1
Cluster 45008,1,1
Cluster 45009,1,1
Cluster 45014,1,1
Cluster 45023,1,1
Cluster 4503,1,1
Cluster 45032,1,1
Cluster 45035,1,1
Cluster 45047,1,1
Cluster 45056,1,1
Cluster 45065,1,1
Cluster 45074,1,1
Cluster 45084,1,1
Cluster 45087,1,1
Cluster 45101,1,1
Cluster 45107,1,1
Cluster 45113,1,1
Cluster 45131,1,1
Cluster 45134,1,1
Cluster 45175,1,1
Cluster 45179,1,1
Cluster 4518,1,1
Cluster 45185,1,1
Cluster 4519,1,1
Cluster 45194,1,1
Cluster 45200,1,1
Cluster 45203,1,1
Cluster 45212,1,1
Cluster 45217,1,1
Cluster 45218,1,1
Cluster 4522,1,1
Cluster 45228,1,1
Cluster 45231,1,1
Cluster 45249,1,1
Cluster 4525,1,1
Cluster 45251,1,1
Cluster 45252,1,1
Cluster 45254,1,1
Cluster 45255,1,1
Cluster 45265,1,1
Cluster 4527,1,1
Cluster 45277,1,1
Cluster 4529,1,1
Cluster 45292,1,1
Cluster 45299,1,1
Cluster 4530,1,1
Cluster 45308,1,1
Cluster 4531,1,1
Cluster 45318,1,1
Cluster 45339,1,1
Cluster 45345,1,1
Cluster 45346,1,1
Cluster 45348,1,1
Cluster 45353,1,1
Cluster 45357,1,1
Cluster 45369,1,1
Cluster 45385,1,1
Cluster 45386,1,1
Cluster 45397,1,1
Cluster 45398,1,1
Cluster 45399,1,1
Cluster 45400,1,1
Cluster 45402,1,1
Cluster 45404,1,1
Cluster 45409,1,1
Cluster 4541,1,1
Cluster 45415,1,1
Cluster 45426,1,1
Cluster 45446,1,1
Cluster 45448,1,1
Cluster 4546,1,1
Cluster 45461,1,1
Cluster 45472,1,1
Cluster 45475,1,1
Cluster 45482,1,1
Cluster 45484,1,1
Cluster 45485,1,1
Cluster 45496,1,1
Cluster 4551,1,1
Cluster 45514,1,1
Cluster 45516,1,1
Cluster 45517,1,1
Cluster 45527,1,1
Cluster 45529,1,1
Cluster 45540,1,1
Cluster 45541,1,1
Cluster 45557,1,1
Cluster 45563,1,1
Cluster 45573,1,1
Cluster 45577,1,1
Cluster 45583,1,1
Cluster 45586,1,1
Cluster 45588,1,1
Cluster 45591,1,1
Cluster 45597,1,1
Cluster 45607,1,1
Cluster 45611,1,1
Cluster 45618,1,1
Cluster 4562,1,1
Cluster 45646,1,1
Cluster 45648,1,1
Cluster 4565,1,1
Cluster 45654,1,1
Cluster 45669,1,1
Cluster 4567,1,1
Cluster 45677,1,1
Cluster 45678,1,1
Cluster 45681,1,1
Cluster 45689,1,1
Cluster 4569,1,1
Cluster 45691,1,1
Cluster 45695,1,1
Cluster 45698,1,1
Cluster 45730,1,1
Cluster 45739,1,1
Cluster 45741,1,1
Cluster 45749,1,1
Cluster 45754,1,1
Cluster 4576,1,1
Cluster 45760,1,1
Cluster 45768,1,1
Cluster 4578,1,1
Cluster 45781,1,1
Cluster 45792,1,1
Cluster 45794,1,1
Cluster 45795,1,1
Cluster 45797,1,1
Cluster 45803,1,1
Cluster 45815,1,1
Cluster 45817,1,1
Cluster 4582,1,1
Cluster 45826,1,1
Cluster 45830,1,1
Cluster 45831,1,1
Cluster 45841,1,1
Cluster 45846,1,1
Cluster 45848,1,1
Cluster 45884,1,1
Cluster 4589,1,1
Cluster 45898,1,1
Cluster 459,1,1
Cluster 45921,1,1
Cluster 45949,1,1
Cluster 45952,1,1
Cluster 45958,1,1
Cluster 4596,1,1
Cluster 45960,1,1
Cluster 45965,1,1
Cluster 45972,1,1
Cluster 45973,1,1
Cluster 45979,1,1
Cluster 45985,1,1
Cluster 46001,1,1
Cluster 46011,1,1
Cluster 46012,1,1
Cluster 46017,1,1
Cluster 46028,1,1
Cluster 46034,1,1
Cluster 46040,1,1
Cluster 46043,1,1
Cluster 46050,1,1
Cluster 46057,1,1
Cluster 46064,1,1
Cluster 46066,1,1
Cluster 46072,1,1
Cluster 46073,1,1
Cluster 46074,1,1
Cluster 4608,1,1
Cluster 46082,1,1
Cluster 46089,1,1
Cluster 46091,1,1
Cluster 46094,1,1
Cluster 46098,1,1
Cluster 4610,1,1
Cluster 46100,1,1
Cluster 46106,1,1
Cluster 46117,1,1
Cluster 46118,1,1
Cluster 46119,1,1
Cluster 46128,1,1
Cluster 4613,1,1
Cluster 46134,1,1
Cluster 46141,1,1
Cluster 46146,1,1
Cluster 46150,1,1
Cluster 46154,1,1
Cluster 46157,1,1
Cluster 46167,1,1
Cluster 4617,1,1
Cluster 46174,1,1
Cluster 46184,1,1
Cluster 46185,1,1
Cluster 46186,1,1
Cluster 46200,1,1
Cluster 46206,1,1
Cluster 46215,1,1
Cluster 46219,1,1
Cluster 46220,1,1
Cluster 46221,1,1
Cluster 46222,1,1
Cluster 4623,1,1
Cluster 46230,1,1
Cluster 46249,1,1
Cluster 46254,1,1
Cluster 46255,1,1
Cluster 46258,1,1
Cluster 46260,1,1
Cluster 46263,1,1
Cluster 46265,1,1
Cluster 46267,1,1
Cluster 46271,1,1
Cluster 46272,1,1
Cluster 4628,1,1
Cluster 46313,1,1
Cluster 46322,1,1
Cluster 46325,1,1
Cluster 46334,1,1
Cluster 46338,1,1
Cluster 4634,1,1
Cluster 46344,1,1
Cluster 46363,1,1
Cluster 46365,1,1
Cluster 46395,1,1
Cluster 46400,1,1
Cluster 46408,1,1
Cluster 46409,1,1
Cluster 46413,1,1
Cluster 46415,1,1
Cluster 46418,1,1
Cluster 46419,1,1
Cluster 46421,1,1
Cluster 46425,1,1
Cluster 4643,1,1
Cluster 46432,1,1
Cluster 46438,1,1
Cluster 4644,1,1
Cluster 46441,1,1
Cluster 46443,1,1
Cluster 46453,1,1
Cluster 46455,1,1
Cluster 46471,1,1
Cluster 4648,1,1
Cluster 46484,1,1
Cluster 46496,1,1
Cluster 46508,1,1
Cluster 46509,1,1
Cluster 46526,1,1
Cluster 46529,1,1
Cluster 46534,1,1
Cluster 4654,1,1
Cluster 46544,1,1
Cluster 4655,1,1
Cluster 46554,1,1
Cluster 46560,1,1
Cluster 46562,1,1
Cluster 46570,1,1
Cluster 46576,1,1
Cluster 46577,1,1
Cluster 46580,1,1
Cluster 46582,1,1
Cluster 46589,1,1
Cluster 46598,1,1
Cluster 46601,1,1
Cluster 46611,1,1
Cluster 46612,1,1
Cluster 46614,1,1
Cluster 46615,1,1
Cluster 46618,1,1
Cluster 46622,1,1
Cluster 46627,1,1
Cluster 46638,1,1
Cluster 46647,1,1
Cluster 46670,1,1
Cluster 46674,1,1
Cluster 46692,1,1
Cluster 46695,1,1
Cluster 46707,1,1
Cluster 4672,1,1
Cluster 46724,1,1
Cluster 46732,1,1
Cluster 46738,1,1
Cluster 46740,1,1
Cluster 46745,1,1
Cluster 46751,1,1
Cluster 46757,1,1
Cluster 46764,1,1
Cluster 46771,1,1
Cluster 46772,1,1
Cluster 46785,1,1
Cluster 46788,1,1
Cluster 46790,1,1
Cluster 46804,1,1
Cluster 46806,1,1
Cluster 46808,1,1
Cluster 46814,1,1
Cluster 46848,1,1
Cluster 46854,1,1
Cluster 46879,1,1
Cluster 46881,1,1
Cluster 46885,1,1
Cluster 46899,1,1
Cluster 469,1,1
Cluster 46900,1,1
Cluster 46903,1,1
Cluster 46906,1,1
Cluster 46934,1,1
Cluster 46964,1,1
Cluster 46965,1,1
Cluster 46974,1,1
Cluster 46977,1,1
Cluster 46979,1,1
Cluster 46992,1,1
Cluster 46998,1,1
Cluster 47000,1,1
Cluster 47005,1,1
Cluster 4701,1,1
Cluster 47015,1,1
Cluster 47016,1,1
Cluster 47018,1,1
Cluster 47021,1,1
Cluster 47022,1,1
Cluster 47026,1,1
Cluster 47029,1,1
Cluster 4703,1,1
Cluster 47033,1,1
Cluster 47039,1,1
Cluster 47056,1,1
Cluster 47064,1,1
Cluster 47067,1,1
Cluster 47080,1,1
Cluster 47082,1,1
Cluster 47083,1,1
Cluster 47112,1,1
Cluster 47118,1,1
Cluster 47120,1,1
Cluster 47128,1,1
Cluster 47140,1,1
Cluster 47148,1,1
Cluster 4716,1,1
Cluster 47164,1,1
Cluster 4718,1,1
Cluster 47180,1,1
Cluster 47181,1,1
Cluster 47192,1,1
Cluster 47193,1,1
Cluster 47197,1,1
Cluster 47204,1,1
Cluster 47206,1,1
Cluster 47210,1,1
Cluster 47213,1,1
Cluster 4722,1,1
Cluster 47223,1,1
Cluster 47228,1,1
Cluster 47231,1,1
Cluster 47234,1,1
Cluster 47237,1,1
Cluster 47238,1,1
Cluster 47239,1,1
Cluster 47240,1,1
Cluster 47244,1,1
Cluster 47248,1,1
Cluster 47253,1,1
Cluster 47257,1,1
Cluster 47262,1,1
Cluster 47266,1,1
Cluster 47295,1,1
Cluster 47301,1,1
Cluster 47324,1,1
Cluster 47326,1,1
Cluster 47329,1,1
Cluster 4734,1,1
Cluster 47348,1,1
Cluster 47361,1,1
Cluster 47362,1,1
Cluster 47368,1,1
Cluster 47369,1,1
Cluster 47376,1,1
Cluster 47377,1,1
Cluster 4738,1,1
Cluster 47382,1,1
Cluster 47391,1,1
Cluster 47394,1,1
Cluster 47397,1,1
Cluster 47399,1,1
Cluster 47410,1,1
Cluster 47412,1,1
Cluster 47418,1,1
Cluster 47427,1,1
Cluster 47442,1,1
Cluster 47444,1,1
Cluster 47454,1,1
Cluster 47477,1,1
Cluster 47479,1,1
Cluster 47490,1,1
Cluster 47493,1,1
Cluster 47494,1,1
Cluster 47498,1,1
Cluster 4750,1,1
Cluster 47503,1,1
Cluster 47506,1,1
Cluster 47527,1,1
Cluster 47528,1,1
Cluster 47530,1,1
Cluster 47536,1,1
Cluster 47538,1,1
Cluster 47541,1,1
Cluster 47550,1,1
Cluster 47568,1,1
Cluster 47570,1,1
Cluster 47571,1,1
Cluster 47591,1,1
Cluster 47595,1,1
Cluster 47603,1,1
Cluster 47617,1,1
Cluster 47638,1,1
Cluster 47645,1,1
Cluster 47652,1,1
Cluster 47665,1,1
Cluster 47667,1,1
Cluster 47672,1,1
Cluster 47673,1,1
Cluster 47675,1,1
Cluster 47683,1,1
Cluster 47695,1,1
Cluster 47699,1,1
Cluster 47701,1,1
Cluster 47707,1,1
Cluster 47718,1,1
Cluster 47724,1,1
Cluster 47726,1,1
Cluster 47738,1,1
Cluster 4774,1,1
Cluster 47740,1,1
Cluster 47743,1,1
Cluster 4775,1,1
Cluster 47753,1,1
Cluster 47758,1,1
Cluster 47761,1,1
Cluster 47763,1,1
Cluster 4777,1,1
Cluster 47804,1,1
Cluster 47810,1,1
Cluster 47830,1,1
Cluster 47832,1,1
Cluster 47833,1,1
Cluster 47837,1,1
Cluster 47856,1,1
Cluster 47861,1,1
Cluster 47868,1,1
Cluster 47873,1,1
Cluster 47876,1,1
Cluster 47890,1,1
Cluster 47900,1,1
Cluster 47902,1,1
Cluster 47903,1,1
Cluster 47904,1,1
Cluster 47906,1,1
Cluster 47907,1,1
Cluster 47909,1,1
Cluster 47919,1,1
Cluster 47924,1,1
Cluster 47933,1,1
Cluster 47944,1,1
Cluster 47947,1,1
Cluster 47950,1,1
Cluster 47978,1,1
Cluster 47979,1,1
Cluster 47999,1,1
Cluster 4800,1,1
Cluster 48007,1,1
Cluster 48012,1,1
Cluster 48013,1,1
Cluster 48018,1,1
Cluster 48020,1,1
Cluster 48022,1,1
Cluster 48036,1,1
Cluster 4804,1,1
Cluster 48040,1,1
Cluster 48044,1,1
Cluster 48056,1,1
Cluster 48063,1,1
Cluster 48067,1,1
Cluster 48068,1,1
Cluster 48088,1,1
Cluster 48093,1,1
Cluster 48096,1,1
Cluster 48097,1,1
Cluster 48108,1,1
Cluster 48111,1,1
Cluster 48124,1,1
Cluster 48125,1,1
Cluster 48126,1,1
Cluster 48127,1,1
Cluster 48137,1,1
Cluster 48142,1,1
Cluster 48150,1,1
Cluster 48151,1,1
Cluster 48153,1,1
Cluster 48171,1,1
Cluster 48172,1,1
Cluster 48193,1,1
Cluster 48205,1,1
Cluster 48218,1,1
Cluster 48219,1,1
Cluster 48234,1,1
Cluster 48236,1,1
Cluster 48238,1,1
Cluster 48239,1,1
Cluster 48245,1,1
Cluster 48249,1,1
Cluster 48252,1,1
Cluster 48266,1,1
Cluster 48290,1,1
Cluster 48293,1,1
Cluster 4830,1,1
Cluster 48300,1,1
Cluster 48315,1,1
Cluster 48316,1,1
Cluster 48317,1,1
Cluster 48319,1,1
Cluster 4832,1,1
Cluster 48321,1,1
Cluster 48326,1,1
Cluster 48332,1,1
Cluster 48335,1,1
Cluster 48341,1,1
Cluster 48345,1,1
Cluster 48348,1,1
Cluster 48355,1,1
Cluster 48366,1,1
Cluster 48377,1,1
Cluster 48379,1,1
Cluster 4838,1,1
Cluster 48389,1,1
Cluster 48390,1,1
Cluster 48398,1,1
Cluster 48399,1,1
Cluster 48410,1,1
Cluster 48420,1,1
Cluster 48440,1,1
Cluster 48447,1,1
Cluster 48452,1,1
Cluster 48453,1,1
Cluster 48460,1,1
Cluster 48462,1,1
Cluster 48472,1,1
Cluster 48478,1,1
Cluster 48479,1,1
Cluster 48483,1,1
Cluster 48485,1,1
Cluster 48496,1,1
Cluster 48500,1,1
Cluster 48504,1,1
Cluster 48518,1,1
Cluster 48520,1,1
Cluster 48528,1,1
Cluster 48535,1,1
Cluster 48539,1,1
Cluster 4854,1,1
Cluster 48542,1,1
Cluster 48548,1,1
Cluster 48553,1,1
Cluster 48557,1,1
Cluster 48558,1,1
Cluster 48578,1,1
Cluster 48579,1,1
Cluster 4858,1,1
Cluster 48580,1,1
Cluster 48582,1,1
Cluster 48584,1,1
Cluster 4859,1,1
Cluster 48608,1,1
Cluster 48626,1,1
Cluster 48630,1,1
Cluster 48641,1,1
Cluster 48644,1,1
Cluster 48652,1,1
Cluster 4866,1,1
Cluster 48662,1,1
Cluster 48673,1,1
Cluster 48681,1,1
Cluster 48683,1,1
Cluster 48696,1,1
Cluster 48697,1,1
Cluster 4871,1,1
Cluster 48720,1,1
Cluster 48723,1,1
Cluster 48725,1,1
Cluster 48727,1,1
Cluster 48736,1,1
Cluster 48737,1,1
Cluster 48738,1,1
Cluster 48740,1,1
Cluster 48742,1,1
Cluster 48756,1,1
Cluster 48759,1,1
Cluster 48770,1,1
Cluster 4878,1,1
Cluster 48795,1,1
Cluster 48803,1,1
Cluster 48820,1,1
Cluster 48830,1,1
Cluster 48839,1,1
Cluster 48864,1,1
Cluster 48867,1,1
Cluster 48876,1,1
Cluster 48877,1,1
Cluster 48884,1,1
Cluster 48885,1,1
Cluster 48886,1,1
Cluster 48887,1,1
Cluster 48893,1,1
Cluster 48912,1,1
Cluster 48913,1,1
Cluster 48914,1,1
Cluster 48918,1,1
Cluster 48920,1,1
Cluster 48923,1,1
Cluster 4893,1,1
Cluster 48936,1,1
Cluster 48945,1,1
Cluster 48949,1,1
Cluster 48954,1,1
Cluster 48972,1,1
Cluster 48976,1,1
Cluster 48982,1,1
Cluster 49009,1,1
Cluster 49012,1,1
Cluster 49041,1,1
Cluster 49054,1,1
Cluster 49056,1,1
Cluster 49057,1,1
Cluster 49063,1,1
Cluster 49064,1,1
Cluster 49069,1,1
Cluster 49089,1,1
Cluster 49090,1,1
Cluster 49095,1,1
Cluster 49096,1,1
Cluster 49104,1,1
Cluster 49105,1,1
Cluster 49113,1,1
Cluster 49114,1,1
Cluster 49115,1,1
Cluster 49118,1,1
Cluster 49123,1,1
Cluster 49128,1,1
Cluster 49146,1,1
Cluster 4915,1,1
Cluster 49152,1,1
Cluster 49161,1,1
Cluster 49168,1,1
Cluster 49169,1,1
Cluster 49175,1,1
Cluster 49183,1,1
Cluster 49186,1,1
Cluster 49187,1,1
Cluster 49190,1,1
Cluster 49198,1,1
Cluster 49199,1,1
Cluster 4920,1,1
Cluster 49202,1,1
Cluster 49217,1,1
Cluster 49222,1,1
Cluster 49228,1,1
Cluster 49229,1,1
Cluster 49235,1,1
Cluster 49240,1,1
Cluster 49247,1,1
Cluster 49258,1,1
Cluster 49259,1,1
Cluster 49262,1,1
Cluster 49266,1,1
Cluster 49268,1,1
Cluster 49270,1,1
Cluster 49273,1,1
Cluster 49281,1,1
Cluster 49287,1,1
Cluster 49298,1,1
Cluster 493,1,1
Cluster 49307,1,1
Cluster 49308,1,1
Cluster 49312,1,1
Cluster 49325,1,1
Cluster 49329,1,1
Cluster 49344,1,1
Cluster 49345,1,1
Cluster 49354,1,1
Cluster 49359,1,1
Cluster 49361,1,1
Cluster 49368,1,1
Cluster 49379,1,1
Cluster 49386,1,1
Cluster 49389,1,1
Cluster 49391,1,1
Cluster 49393,1,1
Cluster 49399,1,1
Cluster 4940,1,1
Cluster 49405,1,1
Cluster 4941,1,1
Cluster 49417,1,1
Cluster 49419,1,1
Cluster 49422,1,1
Cluster 49429,1,1
Cluster 49430,1,1
Cluster 49434,1,1
Cluster 49435,1,1
Cluster 49439,1,1
Cluster 49449,1,1
Cluster 49459,1,1
Cluster 4946,1,1
Cluster 49463,1,1
Cluster 49466,1,1
Cluster 49473,1,1
Cluster 49474,1,1
Cluster 49477,1,1
Cluster 49482,1,1
Cluster 49484,1,1
Cluster 49485,1,1
Cluster 49496,1,1
Cluster 49500,1,1
Cluster 49501,1,1
Cluster 49503,1,1
Cluster 49506,1,1
Cluster 49510,1,1
Cluster 49516,1,1
Cluster 49524,1,1
Cluster 4953,1,1
Cluster 49535,1,1
Cluster 49545,1,1
Cluster 49552,1,1
Cluster 49555,1,1
Cluster 49570,1,1
Cluster 49581,1,1
Cluster 49585,1,1
Cluster 49588,1,1
Cluster 49589,1,1
Cluster 49592,1,1
Cluster 49605,1,1
Cluster 49615,1,1
Cluster 49628,1,1
Cluster 49635,1,1
Cluster 49662,1,1
Cluster 49671,1,1
Cluster 4968,1,1
Cluster 49688,1,1
Cluster 4969,1,1
Cluster 49692,1,1
Cluster 4970,1,1
Cluster 49701,1,1
Cluster 49702,1,1
Cluster 49707,1,1
Cluster 49711,1,1
Cluster 49718,1,1
Cluster 4972,1,1
Cluster 49724,1,1
Cluster 49726,1,1
Cluster 49742,1,1
Cluster 49745,1,1
Cluster 49753,1,1
Cluster 49766,1,1
Cluster 49772,1,1
Cluster 49775,1,1
Cluster 49779,1,1
Cluster 49784,1,1
Cluster 49791,1,1
Cluster 49797,1,1
Cluster 49799,1,1
Cluster 498,1,1
Cluster 49802,1,1
Cluster 49810,1,1
Cluster 49821,1,1
Cluster 49827,1,1
Cluster 49835,1,1
Cluster 49853,1,1
Cluster 4987,1,1
Cluster 49870,1,1
Cluster 49875,1,1
Cluster 49878,1,1
Cluster 49889,1,1
Cluster 49917,1,1
Cluster 4993,1,1
Cluster 49938,1,1
Cluster 49942,1,1
Cluster 49949,1,1
Cluster 49951,1,1
Cluster 49953,1,1
Cluster 49955,1,1
Cluster 49958,1,1
Cluster 49966,1,1
Cluster 49974,1,1
Cluster 4998,1,1
Cluster 49980,1,1
Cluster 49990,1,1
Cluster 49996,1,1
Cluster 49999,1,1
Cluster 5000,1,1
Cluster 50008,1,1
Cluster 50037,1,1
Cluster 50039,1,1
Cluster 50059,1,1
Cluster 50062,1,1
Cluster 50072,1,1
Cluster 50078,1,1
Cluster 50092,1,1
Cluster 50095,1,1
Cluster 50100,1,1
Cluster 50108,1,1
Cluster 5011,1,1
Cluster 50115,1,1
Cluster 50116,1,1
Cluster 50117,1,1
Cluster 5013,1,1
Cluster 50143,1,1
Cluster 50147,1,1
Cluster 50168,1,1
Cluster 50175,1,1
Cluster 50181,1,1
Cluster 50188,1,1
Cluster 5019,1,1
Cluster 50197,1,1
Cluster 50199,1,1
Cluster 50206,1,1
Cluster 50211,1,1
Cluster 50213,1,1
Cluster 50219,1,1
Cluster 50221,1,1
Cluster 50235,1,1
Cluster 50238,1,1
Cluster 50245,1,1
Cluster 50246,1,1
Cluster 50249,1,1
Cluster 50256,1,1
Cluster 50257,1,1
Cluster 50260,1,1
Cluster 50276,1,1
Cluster 50278,1,1
Cluster 50282,1,1
Cluster 50284,1,1
Cluster 50297,1,1
Cluster 50316,1,1
Cluster 50337,1,1
Cluster 50348,1,1
Cluster 50352,1,1
Cluster 50360,1,1
Cluster 50366,1,1
Cluster 5037,1,1
Cluster 50375,1,1
Cluster 50385,1,1
Cluster 50386,1,1
Cluster 50387,1,1
Cluster 50390,1,1
Cluster 5040,1,1
Cluster 50408,1,1
Cluster 50409,1,1
Cluster 50410,1,1
Cluster 50415,1,1
Cluster 50421,1,1
Cluster 50429,1,1
Cluster 50433,1,1
Cluster 50445,1,1
Cluster 50452,1,1
Cluster 50473,1,1
Cluster 5048,1,1
Cluster 50482,1,1
Cluster 50484,1,1
Cluster 50485,1,1
Cluster 50487,1,1
Cluster 50495,1,1
Cluster 50496,1,1
Cluster 50500,1,1
Cluster 50509,1,1
Cluster 5051,1,1
Cluster 50511,1,1
Cluster 5053,1,1
Cluster 50535,1,1
Cluster 50540,1,1
Cluster 50543,1,1
Cluster 50550,1,1
Cluster 50554,1,1
Cluster 50557,1,1
Cluster 50558,1,1
Cluster 50563,1,1
Cluster 50566,1,1
Cluster 50575,1,1
Cluster 50576,1,1
Cluster 50581,1,1
Cluster 50584,1,1
Cluster 50596,1,1
Cluster 50598,1,1
Cluster 50600,1,1
Cluster 50606,1,1
Cluster 50613,1,1
Cluster 50616,1,1
Cluster 50622,1,1
Cluster 50630,1,1
Cluster 50638,1,1
Cluster 50639,1,1
Cluster 50649,1,1
Cluster 50657,1,1
Cluster 5066,1,1
Cluster 50662,1,1
Cluster 50665,1,1
Cluster 50667,1,1
Cluster 50669,1,1
Cluster 50681,1,1
Cluster 50689,1,1
Cluster 50705,1,1
Cluster 50717,1,1
Cluster 5072,1,1
Cluster 50722,1,1
Cluster 50723,1,1
Cluster 50725,1,1
Cluster 50734,1,1
Cluster 50738,1,1
Cluster 50742,1,1
Cluster 50745,1,1
Cluster 50757,1,1
Cluster 50761,1,1
Cluster 50763,1,1
Cluster 5077,1,1
Cluster 50772,1,1
Cluster 50774,1,1
Cluster 50777,1,1
Cluster 50790,1,1
Cluster 50806,1,1
Cluster 50825,1,1
Cluster 50826,1,1
Cluster 5083,1,1
Cluster 50847,1,1
Cluster 50874,1,1
Cluster 50880,1,1
Cluster 50885,1,1
Cluster 50886,1,1
Cluster 50893,1,1
Cluster 50894,1,1
Cluster 50895,1,1
Cluster 50903,1,1
Cluster 50909,1,1
Cluster 50912,1,1
Cluster 50914,1,1
Cluster 50931,1,1
Cluster 50936,1,1
Cluster 50937,1,1
Cluster 50945,1,1
Cluster 50947,1,1
Cluster 5095,1,1
Cluster 50951,1,1
Cluster 50956,1,1
Cluster 5096,1,1
Cluster 50960,1,1
Cluster 50974,1,1
Cluster 50982,1,1
Cluster 50986,1,1
Cluster 50987,1,1
Cluster 50994,1,1
Cluster 51,1,1
Cluster 51001,1,1
Cluster 51002,1,1
Cluster 51004,1,1
Cluster 51007,1,1
Cluster 51019,1,1
Cluster 51030,1,1
Cluster 51046,1,1
Cluster 51057,1,1
Cluster 51065,1,1
Cluster 51066,1,1
Cluster 5107,1,1
Cluster 51070,1,1
Cluster 51092,1,1
Cluster 51098,1,1
Cluster 5110,1,1
Cluster 51108,1,1
Cluster 51110,1,1
Cluster 5112,1,1
Cluster 51120,1,1
Cluster 51128,1,1
Cluster 51132,1,1
Cluster 51133,1,1
Cluster 51153,1,1
Cluster 51158,1,1
Cluster 51159,1,1
Cluster 51160,1,1
Cluster 51174,1,1
Cluster 51184,1,1
Cluster 51189,1,1
Cluster 51191,1,1
Cluster 51197,1,1
Cluster 51198,1,1
Cluster 512,1,1
Cluster 51201,1,1
Cluster 51207,1,1
Cluster 5121,1,1
Cluster 51216,1,1
Cluster 51220,1,1
Cluster 51227,1,1
Cluster 51228,1,1
Cluster 51229,1,1
Cluster 51234,1,1
Cluster 51238,1,1
Cluster 5124,1,1
Cluster 51251,1,1
Cluster 51257,1,1
Cluster 51268,1,1
Cluster 51270,1,1
Cluster 51275,1,1
Cluster 51282,1,1
Cluster 5129,1,1
Cluster 51291,1,1
Cluster 51302,1,1
Cluster 51303,1,1
Cluster 51315,1,1
Cluster 51334,1,1
Cluster 51335,1,1
Cluster 51344,1,1
Cluster 51367,1,1
Cluster 51384,1,1
Cluster 51387,1,1
Cluster 51389,1,1
Cluster 51390,1,1
Cluster 51399,1,1
Cluster 51413,1,1
Cluster 51414,1,1
Cluster 51428,1,1
Cluster 51429,1,1
Cluster 51432,1,1
Cluster 51436,1,1
Cluster 51437,1,1
Cluster 51440,1,1
Cluster 5146,1,1
Cluster 51469,1,1
Cluster 51475,1,1
Cluster 51478,1,1
Cluster 51480,1,1
Cluster 51489,1,1
Cluster 51491,1,1
Cluster 5151,1,1
Cluster 51520,1,1
Cluster 51522,1,1
Cluster 51525,1,1
Cluster 5153,1,1
Cluster 51537,1,1
Cluster 51543,1,1
Cluster 51550,1,1
Cluster 51581,1,1
